Alter,Zivilstand,Bildungsniveau,Immobilien,Vermögen,Random,Vermögen,Barvermögen,Faktor Aktien,Aktienvermögen,Säule 3a,Lebensversicherung,Pensionskasse,lohn,Bonus Random,Bonus,Zulagen,Schätzung Objekt,
31,47,76,90,-51585.74368,0.968678553,51585.74368,49970.00352,0.003132145,161.5740159,20000,0,0,0,0.880157105,0,0,279419.3657,0.139709683
37,47,90,76,-50892.36765,0.488959308,50892.36765,24884.2969,0.051104069,2600.807076,20000,0,0,0,0.572039876,0,0,498855.1213,0.249427561
74,90,90,90,-50540.05214,0.29270503,50540.05214,14793.32748,0.070729497,3574.672466,130000,0,0,0,0.372306245,0,0,339194.6409,0.16959732
69,47,47,76,-50030.16668,0.852454046,50030.16668,42648.418,0.014754595,738.1748673,100000,0,0,0,0.235415475,0,0,1408483.951,0.704241976
48,47,90,90,-49448.31744,0.370805248,49448.31744,18335.6956,0.062919475,3111.262184,40000,0,0,0,0.208455454,0,0,571221.24,0.28561062
35,82,90,90,-49363.39337,0.779947144,49363.39337,38500.8377,0.022005286,1086.255568,20000,0,0,0,0.267818981,0,0,1543661.256,0.771830628
64,76,47,76,-49363.39337,0.098360544,49363.39337,4855.410242,0.090163946,4450.798313,100000,0,0,0,0.380227501,0,0,1024033.276,0.512016638
32,47,76,76,-49193.8863,0.388145518,49193.8863,19094.38648,0.061185448,3009.949982,20000,0,0,0,0.134784147,0,0,1824618.01,0.912309005
29,76,90,90,-48915.58092,0.451771726,48915.58092,22098.67641,0.054822827,2681.690451,0,0,0,0,0.874220136,0,0,779616.5225,0.389808261
56,47,90,90,-48842.93503,0.802713874,48842.93503,39206.9016,0.019728613,963.6033435,80000,0,0,0,0.39715807,0,0,1498694.812,0.749347406
68,90,76,76,-48298.60245,0.789134783,48298.60245,38114.10716,0.021086522,1018.449529,100000,0,0,0,0.793416724,0,0,806508.7395,0.40325437
55,90,90,90,-47212.32472,0.450208892,47212.32472,21255.40839,0.054979111,2595.691633,80000,0,0,0,0.649609237,0,0,701203.8968,0.350601948
78,82,47,76,-46826.58528,0.839596651,46826.58528,39315.44418,0.016040335,751.1141101,130000,0,0,0,0.249578063,0,0,255646.8331,0.127823417
43,47,47,90,-46681.97562,0.702712271,46681.97562,32803.99711,0.029728773,1387.797851,40000,0,0,0,0.612539712,0,0,1309757.539,0.654878769
55,82,47,90,-45515.2076,0.904956831,45515.2076,41189.29803,0.009504317,432.590957,80000,0,0,0,0.488186627,0,0,1215467.991,0.607733996
42,82,90,90,-43895.68176,0.507446203,43895.68176,22274.69705,0.04925538,2162.098471,40000,0,0,0,0.802052371,0,0,1691260.916,0.845630458
50,76,90,90,-43356.97668,0.111648312,43356.97668,4840.73328,0.088835169,3851.62434,80000,0,0,0,0.775008096,0,0,989065.7175,0.494532859
50,82,47,90,-43345.03956,0.102937568,43345.03956,4461.832977,0.089706243,3888.320658,80000,0,0,0,0.068168036,0,0,878631.9092,0.439315955
51,82,90,90,-42854.76507,0.403399695,42854.76507,17287.59914,0.059660031,2556.716593,80000,0,0,0,0.531838021,0,0,76255.01589,0.038127508
88,76,90,90,-42818.95372,0.680605097,42818.95372,29142.79815,0.03193949,1367.615557,130000,0,0,0,0.528653523,0,0,1515658.673,0.757829336
74,90,90,90,-42782.97183,0.655230942,42782.97183,28032.72696,0.034476906,1475.024488,130000,0,0,0,0.774140039,0,0,1440277.021,0.72013851
28,76,76,90,-42651.66353,0.423893029,42651.66353,18079.74283,0.057610697,2457.19207,0,0,0,0,0.268924804,0,0,1129932.406,0.564966203
59,47,47,76,-41076.81661,0.234966002,41076.81661,9651.655355,0.0765034,3142.516126,80000,0,0,0,0.081704736,0,0,652238.3378,0.326119169
55,82,47,90,-41029.23867,0.539196111,41029.23867,22122.80595,0.046080389,1890.643273,80000,0,0,0,0.180918004,0,0,559133.2471,0.279566624
35,47,76,90,-39744.12266,0.266521563,39744.12266,10592.66568,0.073347844,2915.145698,20000,0,0,0,0.585716307,0,0,1482547.98,0.74127399
76,82,90,90,-39684.77813,0.498178995,39684.77813,19770.12289,0.0501821,1991.465524,130000,0,0,0,0.678174619,0,0,34029.89928,0.01701495
77,47,47,76,-39672.84101,0.699123024,39672.84101,27736.1966,0.030087698,1193.664441,130000,0,0,0,0.706016496,0,0,1539845.35,0.769922675
80,82,90,76,-39625.26307,0.651822717,39625.26307,25828.64664,0.034817728,1379.661643,130000,0,0,0,0.365181619,0,0,1714233.991,0.857116995
84,76,90,90,-38379.02796,0.599390706,38379.02796,23004.03266,0.040060929,1537.499529,130000,0,0,0,0.738518715,0,0,1963573.439,0.981786719
36,82,76,90,-38248.57231,0.860009434,38248.57231,32894.13303,0.013999057,535.4439278,20000,0,0,0,0.214735061,0,0,101991.102,0.050995551
38,90,47,90,-38153.75749,0.172508944,38153.75749,6581.864399,0.082749106,3157.189309,20000,0,0,0,0.218164175,0,0,836406.8643,0.418203432
84,90,47,76,-37762.73161,0.790199126,37762.73161,29840.07752,0.020980087,792.2654091,130000,0,0,0,0.32144629,0,0,1525497.771,0.762748886
26,82,90,90,-36626.82957,0.941476746,36626.82957,34483.30833,0.005852325,214.3521243,0,0,0,0,0.005369488,0,0,1646196.785,0.823098392
53,76,90,90,-36331.30063,0.402309254,36331.30063,14616.41845,0.059769075,2171.488218,80000,0,0,0,0.08839899,0,0,24566.05399,0.012283027
44,47,47,90,-36024.17564,0.141459516,36024.17564,5095.962453,0.085854048,3092.821319,40000,0,0,0,0.500848153,0,0,1739237.138,0.869618569
73,82,90,90,-36000.64247,0.591677512,36000.64247,21300.77057,0.040832249,1469.98719,130000,0,0,0,0.824189175,0,0,887169.3496,0.443584675
68,82,90,76,-35870.69841,0.900284951,35870.69841,32293.84997,0.009971505,357.684844,100000,0,0,0,0.045517829,0,0,430964.8423,0.215482421
60,82,47,90,-35587.27713,0.635630909,35587.27713,22620.37331,0.036436909,1296.690381,100000,0,0,0,0.236617662,0,0,643277.1598,0.32163858
61,47,76,90,-35044.64985,0.490728629,35044.64985,17197.41296,0.050927137,1784.723689,100000,0,0,0,0.000862344,0,0,1075771.153,0.537885576
67,76,47,76,-34573.13369,0.120357344,34573.13369,4161.130536,0.087964266,3041.200315,100000,0,0,0,0.828842855,0,0,1963810.554,0.981905277
41,76,47,90,-34561.3671,0.553058289,34561.3671,19114.45055,0.044694171,1544.691655,40000,0,0,0,0.877628496,0,0,317209.4909,0.158604745
46,47,90,76,-34384.69776,0.13113082,34384.69776,4508.893609,0.086886918,2987.580415,40000,0,0,0,0.60167612,0,0,1478261.195,0.739130597
54,82,90,90,-34149.02494,0.557197278,34149.02494,19027.74375,0.044280272,1512.128119,80000,0,0,0,0.85493073,0,0,7767.884668,0.003883942
29,90,47,90,-33878.22289,0.017035909,33878.22289,577.146318,0.098296409,3330.107658,0,0,0,0,0.114737556,0,0,154976.0083,0.077488004
36,47,47,90,-32878.57453,0.022725331,32878.57453,747.1764923,0.097727467,3213.139804,20000,0,0,0,0.955733568,0,0,1273543.329,0.636771664
81,47,47,90,-32514.15137,0.60696802,32514.15137,19735.05009,0.039303198,1277.910128,130000,0,0,0,0.962662575,0,0,310410.6897,0.155205345
56,47,76,90,-32490.78873,0.830988748,32490.78873,26999.47984,0.016901125,549.1308885,80000,0,0,0,0.809178052,0,0,1248973.703,0.624486852
67,76,76,90,-31575.04125,0.482530124,31575.04125,15235.90857,0.051746988,1633.913268,100000,0,0,0,0.005680445,0,0,1500601.576,0.750300788
75,82,90,90,-31551.50807,0.269141046,31551.50807,8491.805873,0.073085895,2305.97022,130000,0,0,0,0.545841666,0,0,154936.24,0.07746812
47,82,90,90,-31422.5872,0.943012786,31422.5872,29631.9015,0.005698721,179.0685703,40000,0,0,0,0.507857118,0,0,1797817.364,0.898908682
60,76,90,90,-30965.22505,0.014980318,30965.22505,463.8689283,0.098501968,3050.135612,100000,0,0,0,0.541951052,0,0,446456.258,0.223228129
87,47,47,90,-30648.72089,0.340219977,30648.72089,10427.30711,0.065978002,2022.141378,130000,0,0,0,0.137853012,0,0,534240.6603,0.26712033
48,90,47,90,-30566.86637,0.020519348,30566.86637,627.2121648,0.097948065,2993.965421,40000,0,0,0,0.075100659,0,0,767149.349,0.383574674
47,47,76,76,-30016.3947,0.074770938,30016.3947,2244.354002,0.092522906,2777.20407,40000,0,0,0,0.820422283,0,0,993788.8145,0.496894407
60,47,90,90,-29630.14367,0.067561921,29630.14367,2001.869417,0.093243808,2762.827425,100000,0,0,0,0.21697326,0,0,291842.6308,0.145921315
86,82,90,76,-29513.15992,0.890628082,29513.15992,26285.24902,0.010937192,322.7910898,130000,0,0,0,0.552797316,0,0,821786.0728,0.410893036
41,47,90,90,-29314.32164,0.457911565,29314.32164,13423.36691,0.054208843,1589.095473,40000,0,0,0,0.129850543,0,0,646011.8256,0.323005913
76,76,90,90,-28869.91979,0.914972379,28869.91979,26415.1792,0.008502762,245.4740589,130000,0,0,0,0.936504413,0,0,82617.43358,0.041308717
86,82,47,76,-28636.12281,0.940316729,28636.12281,26927.02533,0.005968327,170.9097481,130000,0,0,0,0.598558565,0,0,962525.9201,0.48126296
66,76,90,90,-28063.82327,0.023924377,28063.82327,671.4094871,0.097607562,2739.241378,100000,0,0,0,0.953166625,0,0,1777268.157,0.888634079
81,76,76,90,-27818.60076,0.946393005,27818.60076,26327.32916,0.0053607,149.1271595,130000,0,0,0,0.509651648,0,0,1562500.441,0.78125022
57,90,90,76,-27258.57939,0.996227816,27258.57939,27155.75501,0.000377218,10.28243845,80000,0,0,0,0.853460648,0,0,1977732.933,0.988866467
29,47,47,90,-27130.17011,0.762968994,27130.17011,20699.4786,0.023703101,643.069151,0,0,0,0,0.046340799,0,0,1275583.664,0.637791832
60,47,90,90,-26698.72856,0.817752123,26698.72856,21832.94197,0.018224788,486.5786588,100000,0,0,0,0.757038409,0,0,765030.6723,0.382515336
60,76,90,76,-26314.0123,0.871453892,26314.0123,22931.44843,0.012854611,338.2563876,100000,0,0,0,0.950840071,0,0,1012821.776,0.506410888
55,82,76,76,-26209.13619,0.632385141,26209.13619,16574.2683,0.036761486,963.4867899,80000,0,0,0,0.499814631,0,0,297975.7719,0.148987886
89,76,76,90,-26150.98538,0.403614417,26150.98538,10554.91472,0.059638558,1559.607066,130000,0,0,0,0.377411179,0,0,292709.0087,0.146354504
67,82,47,90,-26034.51321,0.908845266,26034.51321,23661.34408,0.009115473,237.3169135,100000,0,0,0,0.363093249,0,0,276117.156,0.138058578
80,90,47,90,-25103.07695,0.791750247,25103.07695,19875.36739,0.020824975,522.7709565,130000,0,0,0,0.775966302,0,0,1383213.078,0.691606539
68,76,47,76,-24486.43954,0.675802184,24486.43954,16547.98933,0.032419782,793.8450213,100000,0,0,0,0.069062359,0,0,1041842.815,0.520921407
55,76,90,76,-24265.60286,0.638990889,24265.60286,15505.49914,0.036100911,876.0103723,80000,0,0,0,0.540873166,0,0,407301.8963,0.203650948
58,82,90,76,-24195.85599,0.221246778,24195.85599,5353.255184,0.077875322,1884.26008,80000,0,0,0,0.731204159,0,0,140304.7522,0.070152376
25,90,90,76,-23661.24363,0.154140548,23661.24363,3647.157064,0.084585945,2001.408657,0,0,0,0,0.709932137,0,0,1500319.763,0.750159882
55,82,90,76,-23138.56839,0.53014042,23138.56839,12266.69037,0.046985958,1087.187802,80000,0,0,0,0.839608821,0,0,1544509.469,0.772254734
41,90,90,90,-23034.03335,0.9796938,23034.03335,22566.29966,0.00203062,46.77336826,40000,0,0,0,0.415568934,0,0,733938.6402,0.36696932
79,47,47,76,-22152.05086,0.57850377,22152.05086,12815.04494,0.042149623,933.7005924,130000,0,0,0,0.078003324,0,0,1549191.324,0.774595662
63,76,47,76,-21688.03803,0.562103057,21688.03803,12190.91248,0.043789694,949.7125555,100000,0,0,0,0.808561219,0,0,1204278.629,0.602139315
36,90,76,76,-21108.57622,0.645291187,21108.57622,13621.1782,0.035470881,748.7398024,20000,0,0,0,0.218253298,0,0,1642870.298,0.821435149
38,90,90,76,-20772.46108,0.106252234,20772.46108,2207.120406,0.089374777,1856.534068,20000,0,0,0,0.372659404,0,0,1712818.069,0.856409035
70,47,47,90,-20656.67104,0.078818452,20656.67104,1628.126828,0.092118155,1902.854421,130000,0,0,0,0.561281564,0,0,1933059.559,0.966529779
51,47,47,90,-20146.9561,0.885264212,20146.9561,17835.37921,0.011473579,231.1576891,80000,0,0,0,0.442582013,0,0,897067.5304,0.448533765
55,76,47,90,-20007.97394,0.381480953,20007.97394,7632.660969,0.061851905,1237.531298,80000,0,0,0,0.924128968,0,0,380796.4378,0.190398219
78,76,76,90,-19313.57474,0.939067313,19313.57474,18136.74673,0.006093269,117.6828011,130000,0,0,0,0.394344543,0,0,1242376.163,0.621188082
53,82,90,90,-19105.3573,0.63999135,19105.3573,12227.26341,0.036000865,687.8093889,80000,0,0,0,0.592705338,0,0,85582.30161,0.042791151
79,82,90,90,-18850.92615,0.441712429,18850.92615,8326.688381,0.055828757,1052.423777,130000,0,0,0,0.161367985,0,0,544187.6081,0.272093804
88,47,76,90,-18457.85391,0.803951226,18457.85391,14839.21427,0.019604877,361.8639638,130000,0,0,0,0.608114727,0,0,582097.2449,0.291048622
44,82,47,76,-18411.46968,0.09335383,18411.46968,1718.781203,0.090664617,1669.268848,40000,0,0,0,0.22996123,0,0,666108.7898,0.333054395
28,82,90,76,-17278.97825,0.810832968,17278.97825,14010.36522,0.018916703,326.8613031,0,0,0,0,0.30519038,0,0,395394.9515,0.197697476
72,82,90,76,-15582.03166,0.585170086,15582.03166,9118.138802,0.041482991,646.3892863,130000,0,0,0,0.996197388,0,0,1240049.536,0.620024768
34,90,90,90,-15235.85524,0.89365227,15235.85524,13615.55663,0.010634773,162.0298618,20000,0,0,0,0.742801588,0,0,519673.93,0.259836965
59,47,90,90,-15166.79049,0.085034996,15166.79049,1289.707963,0.0914965,1387.708253,80000,0,0,0,0.522005959,0,0,1392829.894,0.696414947
90,47,76,90,-14705.50615,0.790029331,14705.50615,11617.78118,0.020997067,308.7724968,130000,0,0,0,0.739631743,0,0,342625.7765,0.171312888
51,82,90,76,-14036.85701,0.682289564,14036.85701,9577.201054,0.031771044,445.9655956,80000,0,0,0,0.754463466,0,0,592241.4528,0.296120726
75,82,47,90,-13702.78824,0.960803225,13702.78824,13165.68314,0.003919677,53.7105101,130000,0,0,0,0.964837759,0,0,580437.1083,0.290218554
65,82,90,90,-13276.4626,0.405910683,13276.4626,5389.058002,0.059408932,788.7404594,100000,0,0,0,0.025233682,0,0,1533304.614,0.766652307
26,90,90,90,-13241.84495,0.422133457,13241.84495,5589.825782,0.057786654,765.2019171,0,0,0,0,0.822487029,0,0,1384407.478,0.692203739
63,76,76,90,-12850.13695,0.759186216,12850.13695,9755.646848,0.024081378,309.4490107,100000,0,0,0,0.313096375,0,0,126073.7258,0.063036863
71,76,47,76,-12723.6035,0.120689007,12723.6035,1535.599069,0.087931099,1118.800444,130000,0,0,0,0.318911417,0,0,545106.6091,0.272553305
29,90,76,90,-12573.87794,0.620141137,12573.87794,7797.578956,0.037985886,477.6298983,0,0,0,0,0.002653186,0,0,1799750.437,0.899875219
43,90,90,76,-11296.09473,0.513333919,11296.09473,5798.668579,0.048666608,549.7426147,40000,0,0,0,0.633629126,0,0,1424690.274,0.712345137
55,82,90,90,-11215.43391,0.99177943,11215.43391,11123.23665,0.000822057,9.21972634,80000,0,0,0,0.547568044,0,0,934492.504,0.467246252
82,76,90,90,-11042.8573,0.578867865,11042.8573,6392.355221,0.042113214,465.0502074,130000,0,0,0,0.379613528,0,0,1545897.923,0.772948962
87,76,90,90,-10387.16846,0.665844097,10387.16846,6916.234807,0.03341559,347.0933651,130000,0,0,0,0.580936867,0,0,907222.1731,0.453611087
82,90,90,76,-10134.27209,0.630400892,10134.27209,6388.65416,0.036959911,374.5617928,130000,0,0,0,0.29726376,0,0,781117.3598,0.39055868
27,76,47,76,-9087.898434,0.32744807,9087.898434,2975.8148,0.067255193,611.2083633,0,0,0,0,0.967414759,0,0,1757956.895,0.878978447
42,82,47,90,-8995.812095,0.954056445,8995.812095,8582.512506,0.004594356,41.32995895,40000,0,0,0,0.173400365,0,0,1113182.928,0.556591464
70,90,76,90,-8926.917872,0.364666218,8926.917872,3255.345378,0.063533378,567.1572494,130000,0,0,0,0.209003988,0,0,483324.8974,0.241662449
86,76,76,90,-8467.1683,0.090773568,8467.1683,768.595075,0.090922643,769.8573225,130000,0,0,0,0.198006453,0,0,812481.6984,0.406240849
54,90,47,90,-8156.803233,0.403288817,8156.803233,3289.547527,0.059671118,486.7255706,80000,0,0,0,0.858919204,0,0,146920.8141,0.073460407
78,82,90,76,-7984.567674,0.76481451,7984.567674,6106.71321,0.023518549,187.7854463,130000,0,0,0,0.936125168,0,0,1099177.42,0.54958871
25,90,90,90,-7800.565527,0.777651893,7800.565527,6066.124549,0.022234811,173.4440978,0,0,0,0,0.080786088,0,0,1630494.858,0.815247429
53,90,76,90,-7237.64515,0.718438458,7237.64515,5199.802622,0.028156154,203.7842528,80000,0,0,0,0.239254772,0,0,556675.3044,0.278337652
73,82,90,90,-7168.750926,0.112440435,7168.750926,806.0574722,0.088755957,636.2693454,130000,0,0,0,0.370660268,0,0,1565946.975,0.782973487
81,47,90,76,-6812.68375,0.904340205,6812.68375,6160.983821,0.009565979,65.16999296,130000,0,0,0,0.094685275,0,0,1756678.54,0.87833927
39,90,90,76,-6123.400453,0.726388644,6123.400453,4447.968553,0.027361136,167.54319,20000,0,0,0,0.043236242,0,0,1337564.018,0.668782009
90,82,76,76,-5629.715361,0.149516314,5629.715361,841.7342924,0.085048369,478.7981068,130000,0,0,0,0.42357188,0,0,988070.7523,0.494035376
86,90,47,90,-5537.799552,0.765367571,5537.799552,4238.452191,0.023463243,129.9347362,130000,0,0,0,0.398421934,0,0,1302893.893,0.651446947
73,82,90,90,-5423.03269,0.851469637,5423.03269,4617.547676,0.014853036,80.54850133,130000,0,0,0,0.617197506,0,0,1575548.594,0.787774297
87,82,90,90,-4194.532721,0.740512174,4194.532721,3106.102544,0.025948783,108.8430177,130000,0,0,0,0.571264299,0,0,675733.1188,0.337866559
45,47,90,90,-3724.039743,0.134251989,3724.039743,499.9597436,0.086574801,322.408,40000,0,0,0,0.593263748,0,0,380320.1906,0.190160095
81,90,76,90,-2128.558663,0.18905284,2128.558663,402.4100605,0.081094716,172.6148602,130000,0,0,0,0.232054981,0,0,508105.5701,0.254052785
52,90,90,90,-1554.89488,0.028049809,1554.89488,43.6145051,0.097195019,151.1280374,80000,0,0,0,0.983899883,0,0,254460.3494,0.127230175
72,82,90,90,-636.7599781,0.872809338,636.7599781,555.7700552,0.012719066,8.098992292,130000,0,0,0,0.152590694,0,0,1471896.696,0.735948348
56,47,47,90,-568.0362847,0.78336083,568.0362847,444.9773752,0.021663917,12.30589094,80000,0,0,0,0.635024793,0,0,153018.9511,0.076509476
38,47,76,90,-441.6733645,0.170196485,441.6733645,75.17125429,0.082980351,36.65021103,20000,0,0,0,0.996993461,0,0,436960.7345,0.218480367
43,47,76,90,-212.3101694,0.182621216,212.3101694,38.77234126,0.081737878,17.35378282,40000,0,0,0,0.793875597,0,0,1784366.767,0.892183383
84,76,47,90,-74.69225238,0.968315426,74.69225238,72.32566021,0.003168457,0.236659217,130000,0,0,0,0.983616176,0,0,881526.6575,0.440763329
42,90,90,90,327.0770321,0.965991116,327.0770321,315.9535072,0.003400888,1.112352491,40000,0,0,0,0.722032698,0,0,1125570.212,0.562785106
88,47,47,76,717.2502592,0.16481649,717.2502592,118.21467,0.083518351,59.90355892,130000,0,0,0,0.316385421,0,0,121342.723,0.060671362
48,82,90,90,1313.765097,0.186425829,1313.765097,244.9197477,0.081357417,106.8845349,40000,0,0,0,0.343282108,0,0,105570.1147,0.052785057
28,47,90,90,1382.65932,0.237327471,1382.65932,328.1430395,0.076267253,105.4516281,0,0,0,0,0.468260226,0,0,505523.5933,0.252761797
80,82,47,90,1589.341991,0.835082023,1589.341991,1327.230926,0.016491798,26.21110652,130000,0,0,0,0.990203543,0,0,36286.24375,0.018143122
83,76,76,76,1841.726771,0.558935124,1841.726771,1029.405782,0.044106488,81.23209893,130000,0,0,0,0.375489443,0,0,1904544.922,0.952272461
73,76,47,90,2220.474471,0.919748545,2220.474471,2042.278163,0.008025146,17.81963077,130000,0,0,0,0.30449961,0,0,1911974.031,0.955987016
43,90,90,90,2874.628535,0.361592558,2874.628535,1039.444284,0.063840744,183.5184251,40000,0,0,0,0.063350591,0,0,489291.8721,0.244645936
37,82,76,90,3195.907539,0.583806385,3195.907539,1865.791226,0.041619362,133.0116313,20000,0,0,0,0.384121445,0,0,1962746.605,0.981373302
83,47,90,90,3207.333066,0.643464986,3207.333066,2063.806526,0.035653501,114.3526539,130000,0,0,0,0.443355686,0,0,10105.21114,0.005052606
70,90,47,76,3724.039743,0.727530275,3724.039743,2709.351658,0.027246973,101.4688086,130000,0,0,0,0.008140698,0,0,707406.9933,0.353703497
62,90,90,90,3999.446108,0.036338943,3999.446108,145.3356459,0.096366106,385.4110462,100000,0,0,0,0.827048031,0,0,321463.1932,0.160731597
62,82,47,90,4527.578312,0.165449656,4527.578312,749.0862736,0.083455034,377.8492039,100000,0,0,0,0.14408311,0,0,1060013.505,0.530006753
83,76,90,90,5434.458217,0.808627438,5434.458217,4394.452023,0.019137256,104.0006193,130000,0,0,0,0.393294907,0,0,1665973.027,0.832986513
35,47,90,90,5491.926913,0.287894658,5491.926913,1581.096422,0.071210534,391.0830492,20000,0,0,0,0.566730109,0,0,658679.5482,0.329339774
68,82,47,76,6571.383437,0.87235667,6571.383437,5732.590176,0.012764333,83.87932618,100000,0,0,0,0.976683542,0,0,1952898.493,0.976449247
85,76,90,90,6824.109278,0.513662904,6824.109278,3505.291786,0.04863371,331.8817491,130000,0,0,0,0.615484529,0,0,609026.4959,0.304513248
49,82,47,76,6881.577974,0.966469831,6881.577974,6650.837502,0.003353017,23.07404721,40000,0,0,0,0.904771437,0,0,1154814.701,0.577407351
71,90,90,90,7099.856703,0.145195405,7099.856703,1030.86657,0.085480459,606.8990132,130000,0,0,0,0.58472321,0,0,469781.2573,0.234890629
36,82,47,90,8030.440313,0.894770685,8030.440313,7185.402579,0.010522932,84.50377342,20000,0,0,0,0.863070764,0,0,679354.4794,0.33967724
29,90,47,90,8191.250345,0.123557403,8191.250345,1012.089618,0.08764426,717.9160727,0,0,0,0,0.800292928,0,0,603196.1255,0.301598063
82,90,90,76,8352.230907,0.507163196,8352.230907,4235.944119,0.04928368,411.6286788,130000,0,0,0,0.528375839,0,0,1551529.606,0.775764803
65,90,90,76,8650.999916,0.821655301,8650.999916,7108.139937,0.01783447,154.285998,100000,0,0,0,0.707423191,0,0,95870.39356,0.047935197
60,76,76,90,9030.259207,0.077591304,9030.259207,700.6695907,0.09224087,832.9589616,100000,0,0,0,0.942086663,0,0,1570828.19,0.785414095
59,47,90,90,9099.323961,0.628156087,9099.323961,5715.795738,0.037184391,338.3528223,80000,0,0,0,0.90820725,0,0,677929.8755,0.338964938
79,76,47,90,9133.771073,0.204623628,9133.771073,1868.985374,0.079537637,726.4785699,130000,0,0,0,0.752151902,0,0,1405186.867,0.702593434
71,90,47,90,9490.179309,0.760509786,9490.179309,7217.374236,0.023949021,227.2805073,130000,0,0,0,0.009213644,0,0,1365462.788,0.682731394
40,76,47,90,9869.60913,0.491687765,9869.60913,4852.766055,0.050831223,501.6843075,40000,0,0,0,0.311239446,0,0,720330.5172,0.360165259
33,82,47,90,10341.29582,0.422325328,10341.29582,4367.39115,0.057767467,597.390467,20000,0,0,0,0.327244936,0,0,1776676.292,0.888338146
44,90,47,90,10502.27638,0.515930034,10502.27638,5418.439815,0.048406997,508.3836567,40000,0,0,0,0.323109176,0,0,904883.7821,0.452441891
41,82,47,76,10571.17061,0.628853258,10571.17061,6647.71508,0.037114674,392.3455525,40000,0,0,0,0.030089876,0,0,1732487.466,0.866243733
67,76,47,90,11054.45335,0.744157789,11054.45335,8226.257561,0.025584221,282.8195792,100000,0,0,0,0.714179992,0,0,1735127.774,0.867563887
36,90,90,90,11434.22423,0.551741732,11434.22423,6308.738685,0.044825827,512.5485549,20000,0,0,0,0.988778404,0,0,313116.9422,0.156558471
45,76,47,76,11629.82244,0.97651708,11629.82244,11356.72025,0.002348292,27.31021874,40000,0,0,0,0.345876651,0,0,317355.2034,0.158677602
40,76,90,90,11687.46167,0.312005639,11687.46167,3646.553951,0.068799436,804.0907714,40000,0,0,0,0.751417794,0,0,1392548.933,0.696274466
74,90,90,90,11744.93036,0.095317345,11744.93036,1119.495577,0.090468266,1062.543478,130000,0,0,0,0.185580474,0,0,1305993.582,0.652996791
67,90,47,76,11952.12462,0.094642059,11952.12462,1131.173682,0.090535794,1082.095094,100000,0,0,0,0.472402607,0,0,1035993.099,0.51799655
77,76,90,76,12216.78758,0.047124832,12216.78758,575.7140629,0.095287517,1164.107352,130000,0,0,0,0.252995641,0,0,503397.8183,0.251698909
88,82,47,90,12320.46998,0.585827035,12320.46998,7217.664402,0.041417296,510.2805575,130000,0,0,0,0.897285529,0,0,676941.3987,0.338470699
26,82,90,76,12343.49156,0.389236459,12343.49156,4804.53695,0.061076354,753.8954613,0,0,0,0,0.575730488,0,0,1134784.247,0.567392124
32,76,90,90,12585.30347,0.516709647,12585.30347,6502.94771,0.048329035,608.2355756,20000,0,0,0,0.62904739,0,0,225548.8729,0.112774436
25,47,47,90,13138.16256,0.47686977,13138.16256,6265.192552,0.052313023,687.2970006,0,0,0,0,0.426691393,0,0,868102.2217,0.434051111
62,76,90,76,13345.52735,0.661455875,13345.52735,8827.477468,0.033854413,451.8049881,100000,0,0,0,0.811191048,0,0,1408948.765,0.704474382
44,76,90,90,13910.15303,0.049012743,13910.15303,681.7747598,0.095098726,1322.837827,40000,0,0,0,0.307127993,0,0,1611108.418,0.805554209
81,47,47,90,13967.79226,0.055122836,13967.79226,769.9443186,0.094487716,1319.784794,130000,0,0,0,0.045335255,0,0,1900012.736,0.950006368
33,47,90,90,13979.21778,0.72657313,13979.21778,10156.92402,0.027342687,382.2293767,20000,0,0,0,0.524484728,0,0,1920003.013,0.960001506
69,76,90,90,14405.71396,0.327618968,14405.71396,4719.585146,0.067238103,968.6128809,100000,0,0,0,0.814136873,0,0,1742723.119,0.871361559
27,82,47,90,15028.31992,0.690985282,15028.31992,10384.34788,0.030901472,464.3972046,0,0,0,0,0.51898357,0,0,176555.701,0.08827785
45,82,76,90,15143.76891,0.731132272,15143.76891,11072.09817,0.026886773,407.1670739,40000,0,0,0,0.76852859,0,0,1180283.593,0.590141797
41,90,90,76,15328.28264,0.565550265,15328.28264,8668.914311,0.043444973,665.9368332,40000,0,0,0,0.306328374,0,0,1941435.302,0.970717651
31,90,90,76,15489.7748,0.065158051,15489.7748,1009.283539,0.093484195,1448.049126,20000,0,0,0,0.41445594,0,0,1759755.972,0.879877986
78,76,47,90,15755.11988,0.154874757,15755.11988,2440.070359,0.084512524,1331.504952,130000,0,0,0,0.994212332,0,0,922289.0747,0.461144537
73,82,90,76,15939.80414,0.202681,15939.80414,3230.695441,0.0797319,1270.91087,130000,0,0,0,0.068847344,0,0,359864.7963,0.179932398
58,90,47,90,16332.02373,0.297452679,16332.02373,4858.00422,0.070254732,1147.401951,80000,0,0,0,0.020175532,0,0,929494.743,0.464747372
69,76,90,90,16678.54121,0.376273269,16678.54121,6275.689226,0.062372673,1040.285199,100000,0,0,0,0.356745289,0,0,256743.5113,0.128371756
40,76,47,90,17348.38406,0.231129499,17348.38406,4009.723314,0.07688705,1333.866075,40000,0,0,0,0.820005818,0,0,643817.1959,0.321908598
